Base License Number,Base Name,DBA,Year,Month,Month Name,Total Dispatched Trips,Total Dispatched Shared Trips,Unique Dispatched Vehicles
B02061,ROYAL COACHMAN LTD.,,2018,7,July,42,0,9
B02643,LORY CAR SERVICE CORP.,,2018,2,February,83,0,6
B02629,CARLUX LIMO INC.,,2020,11,November,100,0,7
B02228,SPECIAL RADIO DISP.CORP.,,2018,11,November,144,0,7
B02695,SEE USA TOURS INC.,,2015,11,November,217,0,4
B02437,"EXCELLENT CAR & LIMO SERVICE, INC.",,2019,2,February,"25,208",0,119
B03100,MORELOS CAR SERVICE INC.,,2021,4,April,124,0,1
B03166,TURING ENTERPRISES INC.,,2020,4,April,182,0,2
B03081,DLS CAR AND LIMOUSINE SERVICE CORP,ALL TRANSFERS SERVICE,2019,12,December,82,0,6
B03285,FLUSHING LIMOUSINE TRANSPORTATION SERVICE CORP.,,2021,3,March,"6,655",0,44
B01466,FIVE STAR,,2021,3,March,906,0,6
B01051,B Q N C/S CORP,,2020,9,September,"7,699",0,46
B00693,BUSHWICK CAR SVCE INC,,2018,2,February,"4,782",0,31
B01764,QUICK RIDE CORP.,,2016,5,May,"1,158",0,12
B02860,EVERY WHERE LIMO SERVICE INC.,,2020,7,July,43,0,4
B02397,CHICO EXPRESS CORP. 2,,2021,4,April,103,0,1
B02532,COZY RIDE LIMOUSINE INC,COZY TRANSIT,2019,11,November,728,0,19
B02536,SEAGULL RIDE CORP,,2017,1,January,"7,115",0,14
B00009,T-D MAINTENANCE,FOUR ONES CAR SERVICE,2016,3,March,"4,980",0,30
B00965,BEN JEVO MGT. INC.,NEWPORT CAR SERVICE,2018,8,August,"8,713",0,58
B02774,ALFRED HOLDINGS INC.,ALFRED EXECUTIVE TRANSPORTATION,2020,9,September,130,0,8
B03032,A & S LIMOUSINE SERVICE CORP,,2017,7,July,"4,668",0,29
B00860,SEAMAN RADIO DISPATCHERS INC,,2016,10,October,"43,420",0,205
B02240,NEW APPLE TRANS. INC.,PALPAL LIMO,2015,4,April,448,0,16
B03072,CONVENIENCE RIDE TRANSPORTATION SERVICES INC.,,2021,3,March,54,0,1
B00345,MARTIN'S BELLE HARBOR CAR SERVICE,,2016,6,June,241,0,4
B02653,NEW COLLEGE CAR SVCE INC,,2020,3,March,"5,991",0,43
B03016,BEST DEAL BLACK INC.,,2020,2,February,"40,120",0,283
B02664,CORPORATE CAR LTD.,,2018,1,January,169,0,50
B02470,VAHANA INC.,,2021,5,May,57,0,6
B02461,NEW HEAVEN RADIO DISPATCH CORP,,2021,6,June,"2,502",0,29
B00171,CURB TRANSPORTATION SERVICES LLC.,,2018,9,September,257,0,2
B03006,HUDSON HEIGHTS TRANSPORTATION INC.,,2021,3,March,201,0,10
B00882,U N C CAR & LIMO SERVICE,,2016,10,October,391,0,10
B01963,AFRO CAR SERVICE CORP,,2016,4,April,"1,504",0,17
B02472,NEW BUSHWICK LUXURY INC.,,2017,8,August,"9,419",0,69
B02737,BWJ GROUP INC,,2016,4,April,"6,136",0,31
B02814,BELL LX INC,,2019,1,January,"12,854",0,50
B02557,185 MALTA CAR SERVICE LLC,,2016,3,March,165,0,11
B02213,"EXPRESS 11 CAR SERVICE, INC.",,2017,11,November,"2,507",0,14
B03033,FLEX EXPRESS CORP.,,2019,2,February,"5,224",0,28
B01510,JPAN TRANSPORTATION INC,PARSONS CAR SERVICE,2017,11,November,329,0,3
B02760,VISMAR RADIO DISPATCH INC.,,2020,12,December,10,0,3
B03032,A & S LIMOUSINE SERVICE CORP,,2020,10,October,"1,277",0,9
B00991,BLUE LANE CAR SERVICE INC,,2021,4,April,258,0,11
B00987,MARLBORO CAR SERVICE INC.,,2019,3,March,"3,179",0,15
B00991,BLUE LANE CAR SERVICE INC,,2020,7,July,73,0,7
B03156,EPIC CAR SERVICE INC.,,2020,4,April,732,0,8
B00639,ROCAPULCO CAR SERVICE INC.,,2018,3,March,"1,430",0,10
B01280,BENSONHURST RIDE INC.,,2017,10,October,"5,286",0,26
B02320,GDS TRANSPORTATION CORP.,UPPER CAR SERVICE,2020,5,May,97,0,3
B02756,ALLY CAR SERVICE LLC,ACTIVE EXPRESS CAR & LIMO 2,2017,3,March,"1,617",0,6
B01739,CITY CAR SERVICE CORP,DIGITAL CAR SERVICE,2017,9,September,"1,097",0,14
B02629,CARLUX LIMO INC.,,2021,9,September,218,0,10
B00850,UPTOWN TRANSIT CORP,,2018,7,July,161,0,6
B01343,ALL PEOPLE CAR SERVICE INC.,,2016,12,December,"3,236",0,21
B00556,SURREY CADILLAC LIMO SVC INC,,2020,2,February,443,0,14
B01667,"NEW GOLDEN HORSE C/L SVC,INC.",,2018,2,February,"28,282",0,159
B02200,BCL NETWORK LLC,,2016,4,April,762,0,27
B00706,"VIC & BAY CAR SERVICE, INC",DEJOY'S RED TOP,2019,10,October,"12,042",0,31
B01717,HIGH CLASS BRONX LIMO C/S CORP,,2016,12,December,"47,455",0,364
B02546,X RADIO DISPATCHER INC.,,2015,4,April,67,0,3
B02849,BROOKLYN RIDES CORP,,2017,1,January,"2,937",0,27
B01029,ZION CAR SERVICE INC.,,2021,6,June,758,0,4
B03156,EPIC CAR SERVICE INC.,,2020,11,November,952,0,10
B00346,MERRICK C/S INC,,2018,5,May,"2,012",0,4
B01118,INTERNATIONAL CAR SERVICE INC.,,2016,5,May,"3,636",0,23
B02917,C & A BLACK CAR CORP.,,2018,4,April,177,0,23
B00208,ERNEST SCHWARZ INC,,2018,10,October,118,0,4
B03081,DLS CAR AND LIMOUSINE SERVICE CORP,ALL TRANSFERS SERVICE,2019,3,March,59,0,5
B01995,NYMEX UNO EXECUTIVE SEDAN'S INC,NYMEX CAR SERVICE,2018,7,July,"1,319",0,8
B01386,FENIX PREMIUM CORP.,,2017,1,January,"15,932",0,63
B02856,MARIACHI CAR SERVICE INC,,2016,11,November,"1,337",0,5
B02727,OSCAR LIMOUSINE INC,,2016,6,June,175,0,4
B02554,IMMEDIATE LUXURY CAR & LIMO SERVICE INC.,,2018,11,November,9,0,1
b00855,MAGNIFICENT 7'S ENTP INC,,2015,11,November,14,0,2
B01083,BROAD DYCKMAN C/S INC,,2016,2,February,"19,827",0,100
B02429,SEAGULL RIDE CORP,,2020,3,March,"2,351",0,11
B03033,FLEX EXPRESS CORP.,,2019,1,January,"4,707",0,28
B02839,YERUSHALAYIM CAR&LIMO INC,,2019,6,June,151,0,3
B02689,OCS LIMO CORP.,,2017,5,May,48,0,2
B01958,ST.ALBANS-HOLLIS CAR SERVICE INC.,,2020,1,January,"4,042",0,16
B01616,"H & B CAR AND LIMOUSINE, INC",SUNNYSIDE CAR SERVICE,2020,1,January,788,0,17
B01233,NEW LACONIA RAD DISP INC,,2020,8,August,"7,584",0,37
B03164,KISS LUXURY TRANSPORTATION INC.,,2020,5,May,"2,438",0,13
B02569,LAPUMA GO GREEN LLC,GO GREENRIDE,2020,10,October,48,0,9
B01231,GO CAR CORP.,,2018,4,April,"1,848",0,16
B00472,FARRELL'S LEASING CO.,,2020,4,April,53,0,3
B00789,VITAL TRANSPORTATION INC.,,2017,2,February,"11,987",0,227
B01509,"BRUNWISH ENTERPRISES,LTD.",EASTLAND CAR SERVICE,2017,9,September,"17,908",0,83
B01625,GLOBE CAR SERVICE INC,,2018,1,January,"1,412",0,4
B01308,LIL'D DISPATCH INC.,STRICTLY CAR SERVICE,2020,4,April,902,0,13
B02453,MCW CAR & LIMO INC.,,2018,8,August,38,0,8
B02795,LIMO SEVEN TRANSPORTATION INC,,2017,5,May,216,0,30
B01332,SKYWAY CAR SERVICE EXPRESS INC.,,2018,12,December,650,0,9
B02724,PRIME TIME LIMOUSINE INC.,PRIME TIME GLOBAL,2016,1,January,161,0,17
B02061,ROYAL COACHMAN LTD.,,2015,12,December,206,0,19
b00653,ROYAL CAR & LIMO SERVICE INC.,,2016,2,February,"4,739",0,57
B00225,DELANCEY TRANSPORTATION INC.,,2015,2,February,"25,930",0,129
B01432,TOVAR TRANSPORTATION INC,,2021,1,January,"1,683",0,10
B02406,MY SEDAN LLC,,2016,7,July,"1,379",0,24
B02298,NYG LIMOUSINE LLC,,2017,3,March,739,0,22
B02819,FIVE STAR LUXURY INC.,,2018,6,June,938,0,3
B00448,DIAL CAR INC.,,2019,12,December,"5,351",0,143
B02532,COZY RIDE LIMOUSINE INC,COZY TRANSIT,2017,10,October,"1,757",0,15
B03312,ACK TRANSPORTATION CORP.,,2021,5,May,"2,188",0,37
B01973,RAJA CAR & LIMOUSINE SERVICE INC.,ANGEL CAR SERVICE,2016,2,February,"2,509",0,14
B02563,FENIX XL CAR AND LIMO SERVICE CORP.,,2020,12,December,"12,024",0,62
B02021,EASYRIDE CAR SERVICE INC.,,2018,5,May,43,0,2
B00310,WATSON CAR SERVICE INC.,,2019,3,March,"31,565",0,174
B02929,OTTOMAN TRANSPORTATION INC.,,2020,8,August,328,0,8
B02005,CAR LINE TRANSPORTATION CORP.,CAR LINE TRANSPORTATION CORP.,2015,9,September,"1,042",0,27
B00889,MEXICANA CAR SERVICE INC.,,2018,12,December,"11,622",0,40
B02832,NYC FLY WHEELS INC.,,2017,8,August,314,0,7
B01288,NEW ELEGANTE CAR SVC INC,ELEGANTE,2017,12,December,"3,279",0,35
B01537,S.I. SPEED INC.,,2019,3,March,"3,324",0,8
B01306,"R N D TRANSPORTATION, INC.",MALONES CAR SVCE,2019,5,May,329,0,6
B02099,SUNNY'S LIMOUSINE SERVICE INC,SSS LIMO SERVICE,2016,5,May,"2,941",0,52
B00477,INTA-BORO ACRES INC,,2016,4,April,"11,286",0,177
B03236,AGUILA CAR & LIMO CORPORATION,VELOTAX CAR SERVICE,2021,3,March,381,0,24
B01700,LINDEN EXPRESS CAR SERVICES INC.,,2017,10,October,"1,239",0,5
B01876,QUALITY EXECUTIVE LIMOUSINE L.L.C,,2017,10,October,23,0,2
B02219,ALL QUEENS CAR & LIMOUSINE INC.,CAR ON TIME,2019,12,December,34,0,6
B03041,PUEBLA CITY INC.,,2019,12,December,"4,068",0,16
B02705,GROUND JET EXECUTIVE TRANSPORTATION LLC,,2017,1,January,81,0,10
B02229,NEW FAT INC.,ELEGANTE,2020,5,May,564,0,6
B02653,NEW COLLEGE CAR SVCE INC,,2020,10,October,"6,474",0,33
B03060,EASTLAND BLACK CARS CORP,,2019,12,December,"25,101",0,110
B01051,B Q N C/S CORP,,2018,6,June,"19,517",0,105
B00419,KOOP DISPATCHING INC.,,2018,9,September,882,0,13
B01437,MERENGUE LIMO & C/S INC,,2016,5,May,"10,418",0,41
B01066,DOMINICANA RAD DISP INC,,2015,1,January,"22,168",0,106
B02687,ECO RIDE INC.,ELECTRIC BLUE CAR SERVICE,2021,2,February,440,0,4
B02832,NYC FLY WHEELS INC.,,2021,8,August,456,0,5
B00972,N.J.M.INC.,MID ISLAND CAR SVCE,2017,3,March,"3,211",0,8
B02898,SANO CAR LLC,,2017,6,June,"2,564",0,14
B03295,NEW CENTURY CAR SERVICE CORP,,2021,7,July,78,0,4
B00039,BERMUDA LIMOUSINE SERVICE INC.,,2017,11,November,"1,285",0,47
B02997,KALUMA TRANSPORTATION GROUP INC.,,2019,5,May,102,0,36
B00412,NYC 2 WAY INTERNATIONAL LTD,NYC TWO WAY INC.,2017,12,December,"8,129",0,120
B01338,3210 WEBSTER AV PRESTIGE C/S,,2021,6,June,"10,501",0,79
B02320,GDS TRANSPORTATION CORP.,UPPER CAR SERVICE,2017,6,June,"2,149",0,25
B00975,"T.J.Q. CAR SERVICE, INC.",QUALITY CAR SVCE,2018,7,July,"1,775",0,15
B03153,GYPSY TRANSPORTATION CORP.,,2019,11,November,87,0,4
B03007,THE NEW SPANISH CAR & LIMO INC,,2017,12,December,482,0,8
B01616,"H & B CAR AND LIMOUSINE, INC",SUNNYSIDE CAR SERVICE,2016,9,September,"3,918",0,41
B02360,BRIDGES LIMOUSINE INC,EXCELLENT LIMOUSINE,2018,12,December,139,0,10
B01979,DREAMLAND CAR & LIMO.SVC INC.,,2021,7,July,299,0,2
B01811,IVOIRE LIMO INC.,,2018,5,May,861,0,19
B01854,EUROPE LIMOUSINE SERVICE INC,,2017,6,June,"2,193",0,47
B00984,P J CAR SVCE,,2015,11,November,"2,447",0,9
B01470,AGUILA CAR & LIMO CORPORATION,VELOTAX CAR SERVICE,2020,5,May,"1,563",0,26
B01537,S.I. SPEED INC.,,2015,4,April,"4,488",0,18
B01389,METRO LUXURY INC,,2017,12,December,"13,173",0,235
B02840,RAELEEN CAR CORP.,,2021,2,February,191,0,6
B00448,DIAL CAR INC.,,2016,3,March,"12,568",0,204
B01386,FENIX PREMIUM CORP.,,2018,6,June,"4,131",0,16
B02942,FANNY RADIO DISPATCHER SERVICE INC.,,2016,9,September,2,0,2
B01846,ROMANTIQUE LIMOUSINE INC.,,2020,1,January,26,0,9
UBER,UBER,UBER,2019,3,March,"17,247,995","2,973,699","78,973"
B02825,GUADALUPANA II CAR & LIMO INC,,2021,2,February,"3,027",0,14
JUNO,JUNO,JUNO,2018,4,April,"999,872",0,"21,345"
B01346,ARECIBO C/S INC,,2016,11,November,"16,193",0,114
B01381,CLASSIC CAR SERVICE CORP.,PAISA CLASSIC,2018,8,August,"1,761",0,15
B02288,SAFARI TRANSPORTATION INC.,,2015,5,May,685,0,11
B02825,GUADALUPANA II CAR & LIMO INC,,2018,8,August,"2,845",0,11
B02711,TRANS CITY TRANSPORTATION INC,DIAL 7 ON DEMAND,2015,6,June,214,0,3
B02287,ROAD NEW YORK ENTERPRISES INC.,DAI-ICHI LIMOUSINE,2020,5,May,36,0,4
B02099,SUNNY'S LIMOUSINE SERVICE INC,SSS LIMO SERVICE,2020,1,January,225,0,5
B02157,REAGAN CONVEYANCE  CORP.,DELUX TRANSPORTATION SERVICES,2016,2,February,"5,335",0,140
B02569,LAPUMA GO GREEN LLC,GO GREENRIDE,2016,7,July,"1,877",0,40
B00937,RIVERSIDE RADIO DISPATCHER,,2020,11,November,"13,305",0,79
B02817,ANYTIME FORSYTH TRANSPORT CORP,,2019,9,September,"1,501",0,11
B03202,JUPITER SELECT LLC,,2020,2,February,309,0,6
B02814,BELL LX INC,,2020,10,October,"4,722",0,30
B02903,JFK LUXURY LIMOUSINE INC,,2021,8,August,207,0,2
B01340,UNICAR COMPANY INC,,2017,4,April,"14,117",0,79
B02521,"PICTURE PROPERTIES, INC.",DEUCES TRANSPORT SERVICES,2018,4,April,"6,480",0,17
B03177,BERNICE SERVICES INC,,2021,8,August,928,0,11
B03107,JD XPRESS INC.,,2020,8,August,"4,469",0,12
B01525,NORTHSIDE BK LLC,,2017,6,June,"5,534",0,114
B03020,5J TRANSPORTATION INC.,,2018,12,December,"1,198",0,10
B02311,FAST CITY CAR & LIMO SVC INC.,,2021,3,March,"2,754",0,20
B01990,SUK INCORPORATED,RAINBOW LIMO,2016,11,November,857,0,44
B02252,ASIANA LIMOUSINE INC.,,2018,11,November,14,0,2
B00248,YELLOWSTONE TRANSPORTATION INC.,YES CAR SERVICE,2015,2,February,"27,665",0,152
B01349,CAPRICORN LIMO SVC INC,,2020,9,September,131,0,5
B03083,DIVINE LUXURY TRANSPORTATION INC,,2018,8,August,"1,089",0,11
B02426,TRISTAR SERVICES (US) INC.,TRISTAR WORLDWIDE CHAUFFEURED SERVICES,2019,3,March,"1,328",0,33
B01339,R C AUDUBON SVC INC,,2019,6,June,"9,164",0,66
B00448,DIAL CAR INC.,,2016,10,October,207,0,32
B02175,MURRAY'S LIMOUSINE SERVICE INC.,,2017,6,June,47,0,8
B02951,"APPROACH QUALITY TRANSPORTATION, LLC",,2017,11,November,877,0,18
B01653,ART'S PLACE INC.,ON TIME CAR SERVICE,2017,3,March,"3,002",0,17
B01391,ROSE 'N' DALE C/S INC,,2016,2,February,25,0,3
B02103,A & S LIMOUSINE SERVICE CORP,,2016,8,August,"4,479",0,32
B02508,"DISPATCH CENTRAL, INC.",,2016,4,April,50,0,10
B01973,RAJA CAR & LIMOUSINE SERVICE INC.,ANGEL CAR SERVICE,2017,8,August,"1,578",0,11
B02447,LUIGI MEMO INC.,VIEW,2017,8,August,49,0,19
B02699,PRESIDENTIAL LUXURY LIMO INC.,,2020,3,March,388,0,31
B02184,"DMCLS, INC.",,2017,11,November,209,0,7
B01737,WASHINGTON RAD DISP INC,,2016,8,August,"2,193",0,32
B02868,CHA CHA TRANSPORTATION CORP,,2020,8,August,431,0,3
B02517,LOS PAISANOS LUXURY C/S INC.,,2021,9,September,151,0,3
B01341,A NEW DAY RAD DISP INC,,2018,4,April,"3,113",0,24
B00955,GOLDEN-TOWN CAR & LIMOUSINE SERVICE INC.,,2016,6,June,"2,639",0,45
B00225,DELANCEY TRANSPORTATION INC.,,2020,10,October,"7,867",0,73
B00859,PROMENADE CAR LEASE INC,,2017,4,April,922,0,8
B02173,ADMIRE LLP LLC,,2020,7,July,53,0,2
B02951,"APPROACH QUALITY TRANSPORTATION, LLC",,2020,11,November,266,0,2
B02389,"EMBARQUE N.Y., INC.",,2018,9,September,166,0,2
B02860,EVERY WHERE LIMO SERVICE INC.,,2019,9,September,234,0,15
B01534,METRO CAR SERVICE CORP.,METROLINE CAR SERVICE,2020,11,November,425,0,17
B00277,ALL CITY CORP TRANS INC,,2017,8,August,"1,428",0,46
B00911,"RIVERSIDE PLUS RADIO DISPATCH, INC.",NEW WEBSTER CAR & LIMO SERVICE,2016,5,May,"10,359",0,74
B01020,MICHAELS CAR SERVICE INC.,UNION LIMO AND CAR SERVICE INC,2019,3,March,535,0,8
B00984,P J CAR SVCE,,2020,1,January,85,0,1
B02729,LOW TOUCH LUXURY INC.,,2021,4,April,115,0,5
B02517,LOS PAISANOS LUXURY C/S INC.,,2021,4,April,238,0,4
B03107,JD XPRESS INC.,,2021,7,July,832,0,5
B01183,ODYSSEY GLOBAL TRANSPORTATION & LIMO LLC.,,2019,9,September,974,0,311
B01128,PAK-EAGLE INC.,JEWEL CAR SERVICE,2021,1,January,472,0,3
B01306,"R N D TRANSPORTATION, INC.",MALONES CAR SVCE,2018,8,August,276,0,5
B02401,NORTHSIDE BK LLC,,2020,3,March,"1,954",0,43
B02200,BCL NETWORK LLC,,2019,1,January,68,0,3
B02898,SANO CAR LLC,,2016,12,December,"1,725",0,17
B02167,MADISON LIMOUSINE INC,,2020,3,March,31,0,4
B01341,A NEW DAY RAD DISP INC,,2021,5,May,114,0,3
B02191,US LIMO SYSTEM INC,,2020,3,March,100,0,12
B00008,T-D MAINTENANCE CORP,FOUR ONES CAR SERVICE,2019,8,August,"1,132",0,14
B03242,U1ST TRANSPORTATION SERVICES LLC,,2021,3,March,254,0,4
B02219,ALL QUEENS CAR & LIMOUSINE INC.,CAR ON TIME,2017,12,December,69,0,6
B01312,BROOKLYN RAD DISP INC,,2020,3,March,"37,522",0,522
B01452,AREAS TRANSP INC,,2020,4,April,924,0,7
B00318,APPLE RADIO CARS INC,,2018,10,October,"1,953",0,15
B01009,UNITED LIMO C/M SVC CORP,,2017,12,December,595,0,8
B02418,PLUSH SERVICES CORP,,2015,12,December,343,0,13
B00112,"AYY&M TRANSPORTATION, LLC",HARBORVIEW CAR SERVICE,2018,6,June,"3,940",0,15
B00319,AVENTINE AUTO RENTAL INC,SAFEWAY CAR SVCE,2015,10,October,"2,947",0,13
B02990,GO MY SEDAN LLC,,2017,6,June,933,0,20
B01083,BROAD DYCKMAN C/S INC,,2019,4,April,"10,202",0,49
B02967,ABIEL TRANSPORTATION CORP,,2017,5,May,478,0,11
B02389,"EMBARQUE N.Y., INC.",,2015,6,June,"1,606",0,19
B00037,TRANSP UNLIMITED C/S,,2019,4,April,"6,525",0,26
B02120,HARRISON GLOBAL LLC,BOSTON COACH,2020,11,November,670,0,29
B01693,ABT LIMOUSINE SERVICE INC,,2019,6,June,40,0,11
B01231,GO CAR CORP.,,2018,12,December,"2,296",0,17
B01509,"BRUNWISH ENTERPRISES,LTD.",EASTLAND CAR SERVICE,2015,7,July,"21,244",0,86
B02891,"GLIDE LUXURY TRANSPORTATION, INC",,2018,11,November,175,0,5
B03299,WHITE TOP CAR SVCE INC,,2020,7,July,"2,566",0,13
B01200,NEW YORK APPLE CAR SERVICE INC,N Y LIMO & CAR SVCE,2018,5,May,"3,874",0,20
B00552,HINO-MARU ENTERPRISES INC.,,2019,11,November,108,0,23
B00225,DELANCEY TRANSPORTATION INC.,,2018,3,March,"8,874",0,48
B02298,NYG LIMOUSINE LLC,,2021,4,April,60,0,2
B01413,SFL INC,,2020,4,April,25,0,5
B00021,MEXICANA HIGH CLASS INC.,CAPITAL CAR SERVICE,2021,2,February,"3,782",0,42
B01444,REGO PARK EXPRESS INC.,,2018,12,December,"4,124",0,18
B02944,SCORPIO FIVE STAR CAR & LIMO SERVICE INC,,2021,6,June,"1,000",0,5
B01958,ST.ALBANS-HOLLIS CAR SERVICE INC.,,2020,4,April,"1,533",0,10
B00889,MEXICANA CAR SERVICE INC.,,2020,7,July,"3,321",0,15
B01282,NEW LOTS C/S INC,,2019,10,October,"7,448",0,34
B01215,ECUADOOR CORP,,2020,2,February,"4,324",0,20
B03239,CIBAO 2 INC.,,2021,3,March,"2,334",0,18
B02440,MLL LIMOUSINE SERVICES INC.,,2017,2,February,934,0,29
B01367,"ROYAL DISPATCH SERVICES, INC.",EXECUTIVE CARS,2020,8,August,404,0,14
B00856,BEE-BEE CAR SERVICE INC.,,2016,2,February,"22,094",0,85
B00381,BELL RADIO INC,,2020,8,August,807,0,133
B02175,MURRAY'S LIMOUSINE SERVICE INC.,,2018,8,August,53,0,8
B02566,GSL LIMOUSINES CORP.,,2017,3,March,279,0,28
B00597,WAKEFIELD LSG MAINT CORP,,2020,2,February,621,0,10
B01540,ROCKAWAY VIP SERVICE INC.,,2019,1,January,"5,407",0,16
B02163,JUNIORS EXPRESS CAR SERVICE INC.,,2019,3,March,230,0,14
B02120,HARRISON GLOBAL LLC,BOSTON COACH,2018,12,December,"4,122",0,95
B02551,CHIEF LIMO INC.,,2020,2,February,11,0,6
B02379,THE OPTION TRANSPORTATION CORP.,,2020,4,April,889,0,8
B00350,CHAMPION CAR & LIMO SVC. INC.,,2020,7,July,"2,296",0,19
B00625,"CENTRAL CAR SERVICES,INC.",,2018,8,August,"1,894",0,15
B02699,PRESIDENTIAL LUXURY LIMO INC.,,2018,2,February,990,0,30
B02677,"A.T.B. CAR AND LIMOUSINE SERVICE, INC.",,2017,10,October,"19,749",0,129
B02447,LUIGI MEMO INC.,VIEW,2019,12,December,34,0,10
B01148,EVELYN CAR SERVICE INC,,2018,5,May,"1,453",0,11
B02342,"QUEST INTERNATIONAL LIMOUSINE, INC.",,2019,10,October,721,0,32
B02942,FANNY RADIO DISPATCHER SERVICE INC.,,2021,1,January,318,0,11
B01381,CLASSIC CAR SERVICE CORP.,PAISA CLASSIC,2020,2,February,"1,215",0,16
B01811,IVOIRE LIMO INC.,,2019,5,May,"1,370",0,29
B03188,JC LUXURY INC,J.C. DEBORAHLIMO,2019,12,December,"2,588",0,47
B02851,GALLANT CAR SERVICE CORP.,,2018,8,August,331,0,3
b00833,OMEGA CAR SERVICE INC.,,2017,12,December,950,0,6
B03078,EQUALTRANS LLC,,2019,11,November,32,0,4
B01854,EUROPE LIMOUSINE SERVICE INC,,2017,9,September,"1,820",0,43
B00013,LOVE CORPORATE CAR INC,,2021,5,May,481,0,127
B03105,MAZNA TRANSPORTATION CORPORATION,,2020,1,January,141,0,9
B03261,LUXUS LIMO LLC,,2020,3,March,76,0,8
B03020,5J TRANSPORTATION INC.,,2020,4,April,639,0,7
B02462,TIFFANY'S CAR SERVICE INC.,,2017,2,February,"1,718",0,20
B01913,MIRAGE LIMOUSINE SERVICE INC,,2020,8,August,420,0,15
B02249,"LA RAZA CAR SERVICE, INC.",,2016,4,April,"11,727",0,62
B01285,UNION RADIO DISPATCH INC,,2018,2,February,"19,201",0,118
B02980,ADVANTAGE LIMO OF NY INC,,2019,9,September,130,0,5
B02550,AGAPE LUXURY CORP.,,2020,8,August,"12,659",0,108
B00789,VITAL TRANSPORTATION INC.,,2016,5,May,"14,817",0,258
B03042,BAYRIDGE EXPRESS LUXYRY INC,,2018,3,March,956,0,5
B03257,MAXI LUXURY CARS CORP.,,2020,5,May,720,0,4
B02463,MORENITA EXPRESS CAR SERVICE INC.,,2017,9,September,"1,068",0,7
B00411,FONE-A-CAR INC,,2018,6,June,"1,113",0,51
B01721,W.K. CAR & LIMO SERVICE INC,,2018,8,August,"3,702",0,24
B02339,SEDANZ INC.,,2020,8,August,86,0,5
B02934,JUN'S LIMOUSINE AND CAR SERVICE LLC,,2021,4,April,242,0,4
B00536,"WINTHROP HOLDING OF NEW YORK, INC",,2017,7,July,"6,052",0,28
B00030,TREMONT DISPATCHING CORP,,2018,4,April,"1,119",0,4
B03184,COOP CAR CARE INC,,2019,9,September,29,0,3
B02245,OCEANA CAR AND LIMO,,2019,2,February,"2,125",0,7
B02920,AMAZING CAR AND LIMO SERVICE INC,,2018,12,December,"1,147",0,7
B02429,SEAGULL RIDE CORP,,2019,1,January,"2,902",0,11
B00221,PROFESSIONAL CAR SERVICE INC,,2018,3,March,"9,469",0,65
B01406,GOTHAM CAR SERVICE INC.,LEGEND CAR SERVICE,2016,3,March,"1,587",0,21
B01995,NYMEX UNO EXECUTIVE SEDAN'S INC,NYMEX CAR SERVICE,2016,12,December,"2,589",0,15
B02005,CAR LINE TRANSPORTATION CORP.,CAR LINE TRANSPORTATION CORP.,2021,2,February,212,0,13
B01629,BBA MANAGEMENT INC.,UNITED CAR & LIMO SERVICE,2019,3,March,756,0,4
B00350,CHAMPION CAR & LIMO SVC. INC.,,2021,2,February,"1,846",0,18
B03105,MAZNA TRANSPORTATION CORPORATION,,2019,8,August,115,0,10
B02103,A & S LIMOUSINE SERVICE CORP,,2019,10,October,"3,732",0,22
B00746,BAMADU CAR SVCE,,2019,7,July,157,0,7
B02751,RELIANCE GROUP INC,,2021,5,May,77,0,2
B02557,185 MALTA CAR SERVICE LLC,,2020,9,September,"1,336",0,16
B01727,"CHAUFFEUR SERVICES, INC.",NICE GUYS LIMO,2018,2,February,21,0,3
B02517,LOS PAISANOS LUXURY C/S INC.,,2017,10,October,648,0,8
B01148,EVELYN CAR SERVICE INC,,2020,4,April,612,0,10
B01938,"ALL STAR LIMOUSINE SERVICE, LTD.",,2019,3,March,"2,382",0,57
B02435,"TEINETCO, INC",,2015,4,April,259,0,14
B01727,"CHAUFFEUR SERVICES, INC.",NICE GUYS LIMO,2017,8,August,6,0,2
B02702,NEW SAFARI CAR & LIMO INC.,,2017,9,September,137,0,4
B01367,"ROYAL DISPATCH SERVICES, INC.",EXECUTIVE CARS,2021,5,May,977,0,133
B01081,GEORGE TOWN MANAGEMENT INC,,2019,6,June,623,0,8
B01300,KENNEDY RAD DISP INC,,2018,12,December,"12,907",0,102
B02687,ECO RIDE INC.,ELECTRIC BLUE CAR SERVICE,2016,10,October,923,0,7
B00227,"PARK WEST EXEC. SERVICES, INC.",TOWN CARS,2018,1,January,"7,218",0,137
B02664,CORPORATE CAR LTD.,,2020,3,March,74,0,16
B00281,"VEE CEE LIMOUSINE SERVICE, INC",NOSTRAND CAR SVCE,2015,8,August,"2,552",0,13
B01391,ROSE 'N' DALE C/S INC,,2018,9,September,"1,635",0,9
B02424,FRIENDLY RIDE INC,,2016,3,March,505,0,20
B02751,RELIANCE GROUP INC,,2015,11,November,53,0,4
B01239,BEST DEAL PVT C/S INC,BEST DEAL DOMINICAN C/S INC,2019,3,March,"29,347",0,139
B02931,NEW TECHNOLOGY TRANSPORTATION INC.,,2018,8,August,279,0,1
B00647,KISS CAR SERVICE INC,,2016,6,June,"86,766",0,405
B02925,SIGNATURE BLACK CAR LLC,,2019,3,March,512,0,16
